RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
394910,"New Orleans, LA",43,145300,148400,152500,152400,155400,157100,158600,154200,149400,147300,147400,152e3,152900,153800,152700,154e3,158100,159e3,160700,160500,161300,159100,157e3,153600,156200,157900,159900,156800,153100,149800,148600,153700,156800,161300,156400,156100,146900,141300,136500,140700,143200,147200,148200,148100,148500,146100,143100,138600,137300,142e3,145e3,150500,149200,151500,151700,155500,153600,151500,154e3,156700,159200,160900,162600,163600,163200,161700,162e3,162e3,162500,161e3,154400,154400,158200,163400,162900,162600,163400,165200,164600,164900,167e3,168500,164600,166300,167300,174200,172300,173e3,172500,172900,173500,174500,174300,175400,174800,178300,177600,179200,179900,181100,181300,180700,180700,181300,181100,181100,182700,181400,181700,180400,181900,181400,183700,185500,187300,187100,185200,188e3,187400,191400,187900,190400,189900,197200,199400,201600,197200,195900,
394425,"Buffalo, NY",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121500,121600,122900,122900,123200,120900,122700,121500,123100,122200,123900,124400,124700,123900,123400,126800,130400,132400,127700,123900,123200,125600,126200,126900,127700,129600,13e4,132200,134100,134500,134e3,133800,136100,136600,136200,139300,139e3,140800,138400,141300,144700,148300,146300,141900,137600,139600,141100,145800,144400,
395012,"Raleigh, NC",45,180400,177400,174600,175500,176100,178100,175300,176e3,171200,170800,174500,180500,182800,176e3,169700,165300,166100,169500,171700,172e3,173700,175400,181600,179300,180800,178700,177e3,179300,176800,178300,175800,176500,181500,183500,185200,183900,182200,179800,179800,180500,179800,180900,177300,178800,175100,179800,177e3,177900,176200,180600,178600,177600,174800,175400,175600,172800,176600,179200,183700,183e3,182100,185800,185800,185900,185700,187800,191400,193500,192800,193e3,190100,190100,187700,187800,190400,190800,192700,190300,192e3,193e3,195700,196400,199400,201300,206400,206300,211200,213400,216e3,214900,214400,215200,216500,216600,218400,217800,219400,219e3,219500,221500,221600,223500,223400,223200,223600,225300,231100,233600,234300,235300,234300,235100,234800,236500,235900,236700,237700,239200,242800,251200,258600,262100,259900,257300,254100,252200,252800,250600,252400
394388,"Birmingham, AL",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134300,133700,127900,124400,128700,138700,143200,141800,137500,135200,136600,134500,134e3,131400,129200,124600,125e3,128900,135600,138100,138800,140200,139600,139e3,139300,142400,143600,143800,142100,142400,140300,139500,140600,139100,139600,141400,144200,145500,144100,146400,149400,151400,149400,147700,146900,149800,151100,154500,155900,156800,157600,157100,155e3,153500,154e3,157200,164100,165800,166300,164200,177900,183400,179300,169100,166800,169800,166400,165400,166500,
395053,"Salt Lake City, UT",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229200,226400,227700,228900,235800,237400,233200,228600,226700,233900,235900,240200,243300,245600,245800,244300,239100,239800,239400,244600,245600,247100,249200,254e3,255100,257e3,256500,257e3,258200,257700,259600,261800,262900,264300,261800,265100,267700,271100,272e3,276400,278400,281e3,280200,282700,284400,285300,282200,282300,291100,301700,306700,308300,312300,315100,313400,310400,311600,311500,313300,319700,327700,
395031,"Rochester, NY",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115100,117100,117700,118400,121e3,118400,114800,112800,115100,115800,116e3,115700,118500,119500,122300,122500,123100,121200,121800,121800,121600,120700,119500,121200,122900,125800,124800,124200,122800,120800,121300,121e3,123500,122800,123100,124400,125200,124700,122800,122100,121600,122600,120800,120500,121100,122200,122700,119700,121100,121500,124500,122700,123300,120400,119300,119e3,119900,123200,123600,125e3,123900,123400,122100,123600,123100,130700,134200,145700,149700,149e3,143200,142300,143500,144100,140800,142900,143800,144100,143200,149200,154400,153e3,142400,133800,131400,132800,130100,130800,129800,129600,127600,130200,135900,138700,138800,137700,136800,134400,
394640,"Grand Rapids, MI",49,123100,117800,117700,114300,113700,111500,108e3,106200,105800,100200,95500,87800,87900,82800,81900,79300,86200,91600,96900,99e3,99300,100100,99900,98100,100100,99700,102100,99900,96900,92e3,90400,90800,92100,94500,97600,99300,95100,91400,91700,95900,100100,100900,96100,93700,96e3,101e3,101200,95600,94800,96200,102900,105800,109200,109600,107900,109400,110300,113300,112100,113900,116500,119300,120100,119200,119300,122300,123800,124900,122100,122e3,121100,123900,124800,126100,125800,127900,131900,133700,134800,133600,134400,133600,135400,134700,136100,136700,137600,139300,140600,143600,143700,144200,144300,146400,147400,149300,148600,149100,149300,150800,152e3,152400,153600,155900,158500,160900,162100,162500,164500,166200,168200,167600,166400,165400,165600,166500,170100,171600,176e3,177700,182e3,180900,182200,181e3,182500,182400,183600,,
395167,"Tucson, AZ",50,202900,200100,198300,190900,189700,184400,184100,179300,177300,177200,172900,172800,165900,163800,161300,159200,160100,158100,163200,160900,161700,157500,162900,161300,160800,155900,153e3,149400,146200,146700,149400,145400,141800,137400,137200,136800,132900,131900,127900,125600,121800,121500,122600,122500,123800,125500,129700,129800,130300,131100,133800,135300,135e3,139100,144300,146800,146900,152500,156500,157300,151600,152700,154500,158200,157600,158800,158600,158900,159800,160900,161900,161100,161400,160500,159200,157e3,159e3,159600,162700,163300,159500,154700,151200,153500,155600,155400,156400,156900,158e3,158500,158900,161100,161700,165800,166100,169400,167800,169800,170300,172800,173500,175700,175300,174400,174e3,174300,176900,178300,179300,179100,180500,179700,179100,175100,181500,182200,192600,197200,205600,207200,204600,206400,205200,203700,199900,198400,201700,203700,206500
395169,"Tulsa, OK",51,113700,113900,113e3,115200,115500,116600,113900,115400,112600,108900,104700,108700,115600,118500,116400,116900,117500,116700,113300,113100,115e3,114400,115e3,114600,115300,118500,116900,120100,117300,119100,117600,116e3,116800,116100,119500,118100,115300,112700,111e3,111700,111400,113900,116300,118200,119100,122800,121600,120900,117200,119300,120500,121400,120400,121300,122300,125e3,124400,125500,126700,128200,129e3,128900,127800,126700,125900,125800,127700,125200,125400,124e3,123100,122200,121700,124200,127200,127600,130900,131900,132100,132200,130800,133100,132500,134700,136400,137800,135400,134300,132800,135100,136300,137400,138800,137800,136800,135900,136400,136e3,136500,139900,141500,140600,138600,139700,141300,141900,144200,146300,146300,144900,144800,147400,147600,147700,144400,145100,145600,148200,149600,150500,151200,150300,149900,149400,148500,148e3,148700,149900,151600
394619,"Fresno, CA",52,242600,234700,219500,206700,198900,189800,182500,173200,167100,159100,148400,142900,140200,137300,133600,132300,140100,141e3,144200,144400,150800,151300,151200,148600,150300,148800,150200,149700,148900,145800,143800,142500,142600,142700,141300,134900,133300,130900,131900,129e3,129700,130800,130700,132700,134900,135500,133500,135400,135500,138500,136400,139900,140700,143400,145600,146900,148e3,148800,152100,156300,157800,162300,162e3,166200,168400,172e3,173200,174100,182100,184400,185600,181e3,19e4,190100,192800,186e3,186400,185900,190600,194300,195600,191300,198400,202200,206800,202800,204500,206500,208500,209300,206e3,204900,206700,213500,215700,212800,213800,215700,219e3,219300,219600,222300,222200,225200,226400,229700,231500,232500,235800,233400,235500,236900,242200,243500,245e3,245e3,253500,252700,256800,258400,262900,263700,261100,266700,268900,267900,256900,255300,
395238,"Worcester, MA",53,231900,227600,227800,218200,212600,203600,201200,199300,203100,202300,200600,191900,190400,189500,192900,19e4,189900,187700,191300,192400,198900,201700,198900,194800,196300,203200,207100,204800,196700,190900,188600,197500,200900,198900,189500,183e3,180400,180800,180500,182700,180800,182600,181e3,182200,182e3,181500,181900,179e3,182800,179700,187300,187e3,193700,184400,179200,172700,178e3,182300,180300,171400,167300,167800,169100,168800,171700,175400,177100,174500,177100,176e3,177400,183900,199600,209400,214800,210700,213400,209700,209e3,206900,212900,212600,214100,210100,212700,213800,213800,216300,217400,217900,216400,218e3,219100,219800,219600,219600,219600,220300,220500,220100,220500,221e3,222800,223500,224800,226400,226100,225800,223700,224e3,227400,229900,230800,231300,234e3,236300,241800,246700,251300,245400,243500,244600,249500,252300,249400,246400,247200,247100,
394415,"Stamford, CT",54,433100,43e4,418700,394900,415600,432200,427700,412300,390500,382200,358700,349300,354600,357800,349900,350700,359800,378800,371600,375600,379800,395400,411700,411300,413800,402100,396600,393e3,410900,435800,442600,427200,431800,436300,455900,436100,430800,417e3,433700,442100,431100,418800,416100,399800,380100,358900,349900,353700,366200,394400,397500,401900,413200,419700,409300,391400,399600,409e3,391700,374e3,365100,384e3,397600,414900,418700,415800,401800,395600,389500,387100,385300,378700,373400,374200,382200,390100,395600,404500,396e3,394100,388900,404400,399700,400500,389600,393100,388900,386500,389700,385900,379800,390100,383700,384800,369300,382300,390900,382700,368800,358700,360200,361400,367300,371800,385900,379700,383900,379600,387300,391400,388700,387700,374100,372e3,376e3,385e3,392200,407e3,405800,414500,404300,407200,391e3,389600,386800,394300,384300,383600,
394312,"Albuquerque, NM",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174900,174e3,176600,178200,177600,176600,174600,176100,177300,178500,177500,175800,175300,175900,178400,181100,178500,177500,177e3,181100,179900,179900,178900,180500,180100,183400,183600,183100,180100,180600,183e3,183600,183800,182e3,183200,185300,188200,188500,185600,184500,185800,187800,187800,186800,189400,190400,191300,192900,193700,193700,189800,188600,191e3,192600,196700,193300,196100,192900,195800,197100,199700,200400,199200,198700,196e3,195200,
394308,"Albany, NY",56,183500,185e3,185300,180500,177300,175400,177200,176900,179200,180100,180100,176700,177500,181e3,184600,181e3,175400,171300,175300,177400,180400,177800,177e3,178200,180200,185200,186100,184800,180500,176900,182600,185100,19e4,183900,186e3,182e3,181900,179800,180800,180900,178900,177600,179e3,182100,183e3,183200,181800,181400,183800,185200,187700,186500,184e3,182e3,185700,189800,194500,192300,190200,187600,187e3,191100,191300,191100,188300,189100,189800,188200,186800,185900,193300,194500,195600,188300,186500,185e3,185600,184600,187600,187500,192200,188800,190600,187e3,186100,184600,190200,191900,190900,185300,190900,191500,193600,186500,190500,188900,189200,185300,188500,188900,189500,186200,186800,186e3,185600,187500,188100,188800,188500,188700,190500,190700,192600,194400,194200,194900,199400,201500,201200,196e3,199800,207200,211400,210300,201600,198600,195500,193300,
394938,"Omaha, NE",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131500,132200,133100,134600,137800,136500,135600,132100,131800,131500,132e3,132100,132100,132400,132800,134600,134200,135500,135200,135900,135300,133700,134100,134900,139200,139e3,137600,135800,135100,136600,136e3,136300,136e3,137100,139400,138900,139500,139300,139600,138500,137200,137700,138800,140700,140700,140100,140900,143700,144900,144200,145600,146e3,147200,146600,147800,148200,150100,151600,152700,150900,150400,152e3,152500,153900,154600,156400,155800,154200,152200,152500,150300,152800,152400,155300,154900,156900,159700,158700,158600,160300,163e3,163400,160200,159400,160400,160900,162700,162e3,166600,170100,172100,172800,173200,176e3,175500,172700,171900,174900,
394908,"New Haven, CT",58,236200,236e3,232700,224600,219600,214800,214700,213100,207600,209100,209e3,207600,204200,202e3,205200,199200,196600,193700,195e3,196400,198500,199600,2e5,206200,211300,216100,208800,202900,191700,190700,189500,199100,197900,203300,202e3,208500,197e3,195900,192200,196800,194800,190400,194200,189e3,189700,184100,181600,174200,175600,181800,185700,186100,183800,184900,183700,182800,188600,190300,189100,185600,182500,183700,183300,183700,184900,189300,195600,197200,193200,189200,183300,185e3,184200,187700,185e3,183500,185400,183300,183600,181500,182900,183100,181900,178e3,179e3,181200,183200,181700,181100,187400,188200,185300,176100,174200,180700,186600,191900,184e3,186700,186900,192300,189500,188200,189100,190600,192400,193900,193700,192400,185100,185300,188700,196e3,197900,194100,195100,193500,196e3,201600,205300,209500,209e3,208900,208500,206100,206300,204100,201400,
394357,"Bakersfield, CA",59,214600,205200,197400,187400,177900,167700,161500,156900,150600,144200,138700,133e3,124400,115200,111500,112500,116e3,113400,113800,115400,120800,121800,121700,121800,123300,122200,124900,122600,121900,119200,119100,118500,116800,114400,115e3,114700,115100,111500,112800,112700,115e3,114400,116e3,116500,114900,115200,116100,114900,115100,115500,118400,118600,118300,123200,123800,128600,128e3,131700,135800,138500,144400,145800,151500,156600,160300,164500,164700,165100,166200,165e3,165200,162e3,164800,166800,168700,170500,171500,174900,175500,176100,174400,174100,177400,180400,182e3,182e3,185100,183200,184100,181900,183e3,182300,183900,188600,194100,196100,196500,193200,193900,195500,195600,195e3,194800,201300,204100,208500,207e3,21e4,210500,215100,213900,213200,213200,215600,220300,222e3,225700,225600,228200,231100,233300,232200,230700,226400,223800,221800,,,
394753,"Knoxville, TN",60,136e3,135200,133500,131900,129900,128200,128e3,127200,125100,123700,122200,127300,126900,127300,122200,122200,121100,121500,122300,124700,125100,125100,123200,125100,125200,127700,125300,125800,124100,123e3,120100,118900,118500,124200,127700,132100,133200,132700,129300,123200,122200,122200,123700,120600,119300,121100,122400,127600,124600,128500,126600,128100,124600,121600,120900,121600,123300,126300,124900,127300,125500,130700,130800,133500,132600,132200,132800,132200,131800,131400,127800,128100,129e3,132600,134400,135500,138500,137500,135200,133400,133700,138700,139200,146900,144400,145500,139800,139500,141400,141500,142900,143600,145500,145500,145700,147900,147500,148800,145900,147400,145800,149200,150500,152900,152500,153700,155100,155300,156500,156100,156100,155900,156500,157900,158800,160400,164500,167200,170800,176600,180200,177500,171e3,166e3,167300,164800,167600,169600,
394653,"Greenville, SC",61,135300,133400,124300,126e3,126800,130800,130800,128600,126900,121700,118600,121300,125900,125800,118600,114100,117e3,121200,124500,124700,125100,122100,121600,117400,117500,121700,124500,124e3,116900,111300,116500,121600,130300,127800,122e3,122800,121900,125100,119600,118300,124e3,126900,130900,126200,126600,122200,131400,133600,135300,122500,118e3,119100,126600,130100,136e3,132200,134200,133900,147100,146600,144900,135100,136700,137200,137600,137100,135500,135100,134800,135800,137200,140600,139200,134500,136700,136300,141400,134700,138100,139600,143500,142600,142e3,149400,153400,154100,146800,146e3,148500,151200,151200,148700,145800,149900,153e3,167900,167300,169200,160800,161100,162200,161500,162600,163800,164400,164100,165e3,165300,164500,164700,162300,165100,163100,165900,166100,167700,168300,165500,170900,176400,178600,173200,166200,168300,170300,173600,172900,172700,175300
394952,"Ventura, CA",62,478200,458500,445400,427400,414900,399300,395400,383900,371700,354900,342500,338200,337200,337300,340700,346400,357e3,366900,379e3,385100,382900,377400,374600,374e3,383800,386300,393700,384700,377400,369600,372e3,372200,377600,372600,372800,366100,366e3,363e3,361200,355e3,356300,351200,353700,346800,347500,340200,342400,341500,351700,357600,363200,360800,360300,363100,375200,380600,391600,389900,394300,400200,415300,43e4,435e3,439800,445100,450800,456300,456600,459800,463100,469100,468300,466100,466e3,468100,464700,471100,476700,484e3,482500,479400,482700,485400,494800,493300,492300,492200,498600,504400,503100,505e3,507500,516600,516600,518200,517400,522e3,524300,525800,528600,524500,527e3,522800,530600,530400,535400,532800,538e3,547600,555700,559700,553200,549700,545800,549500,553100,567200,575900,589900,586600,591100,586300,589300,586800,586800,581400,587900,596900,598500
394318,"Allentown, PA",63,203600,198500,189e3,182400,176700,175200,173700,175500,177400,178200,178100,179500,184500,182e3,177200,171100,170400,167400,166e3,167100,169500,171e3,171100,179700,180800,182800,171600,167100,164e3,162500,161700,161e3,162600,162700,160300,167900,164300,161500,151200,149800,147700,144100,144200,146800,148600,151800,157e3,159900,157900,153200,154700,156100,154800,150900,149900,154e3,154100,155700,153700,155400,154300,154100,153400,151e3,150600,154200,157500,158500,154200,154500,154100,156400,155500,153e3,154300,153900,157600,155800,156800,156e3,157100,153300,153200,152200,158e3,157200,157500,156400,158200,158e3,157700,156900,155800,155500,156500,162400,163100,163200,158300,158800,158400,159800,163100,163900,165400,162500,162700,163100,164700,165700,165800,165900,163600,164100,163700,166600,165100,167200,171e3,176e3,182e3,182500,181600,175800,173600,172500,172100,173900,
394561,"El Paso, TX",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119700,126400,129200,132200,132600,134100,133100,128800,128e3,128100,126500,127e3,128800,130400,131300,127500,128200,127e3,126900,126e3,125600,125400,125900,126200,129800,127600,126900,125400,127e3,127600,126100,124500,125100,125200,127900,127700,129e3,129e3,129200,127300,127500,126600,126900,127100,127500,128300,127900,125500,125200,126600,129600,134700,134700,136300,132700,134400,136200,136100,135800,132500,134100,135100,138400,139900,140900,139300,138900,137500,138700,140200,139800,138700,138600,139800,143e3,143900,145700
394367,"Baton Rouge, LA",65,161500,156800,157600,154700,154700,153100,152300,154700,157400,156800,159800,158700,162300,158500,157800,155600,154400,150400,151e3,151300,158300,158600,160200,155500,156e3,155e3,153300,153200,150800,154700,156600,158400,162800,162300,165100,160100,158700,156400,154900,151e3,147e3,146200,144400,145600,145100,150300,153600,156e3,152600,149900,148800,150500,154800,155200,158100,155500,159600,155900,156800,154e3,157200,158500,157700,156900,155700,154900,154900,154200,155500,160900,162400,159100,157500,156100,161100,161100,162500,163300,162900,164400,165300,168200,171300,175700,172e3,172400,170400,174600,172100,170300,168e3,167e3,168e3,169300,173800,175400,177800,179100,179800,179800,181300,182700,185300,184700,182700,176700,171400,165200,166400,165900,169500,168600,171600,173100,174900,176e3,178900,181200,184100,182600,182300,179400,178800,178700,178600,178600,177600,175800,
394521,"Dayton, OH",66,106500,101800,99400,99300,100400,100100,96300,93500,87400,84700,87700,89900,90100,83800,83600,87200,91e3,93900,94400,95100,96700,96500,99600,96500,97200,92300,94800,93500,90700,86e3,81700,76300,77100,81800,93800,93100,84200,74300,75600,79100,81400,81900,84e3,84400,85900,86800,86500,85400,84600,86300,87500,89100,97100,98300,101600,98400,94900,94300,98300,99e3,95300,87400,90100,93300,97700,96200,93500,86800,84900,88400,91500,97400,96300,97800,96200,98500,101900,105500,108700,109400,109300,109600,108e3,107700,108200,107100,108600,107800,111200,111600,115100,115200,107e3,101800,104400,111500,113900,112700,114e3,114400,113100,112300,109700,111600,115500,118400,121500,122e3,123700,120500,115400,113400,109600,111e3,110900,113100,115900,118e3,125700,132100,132100,129300,124300,125900,125500,122800,122800,125900,
394486,"Columbia, SC",67,125700,125900,127100,125700,125e3,125300,122900,119700,119500,116800,120600,117400,120900,118900,117400,117900,117600,124100,124500,126400,123900,126800,126800,128300,124800,123600,120300,120400,119400,120300,118e3,118300,120200,122400,124900,116400,116200,111100,116500,115700,122800,121500,120200,114e3,112200,113700,113200,115500,112e3,110900,110300,111700,114200,112900,114200,106600,104300,106200,114200,119200,114200,111600,111200,116100,116100,116500,114900,116100,114700,114900,109800,106400,104300,109500,114500,121700,124100,123200,119100,116600,119400,120700,122600,121600,124200,126400,126600,125900,124e3,125e3,125500,127400,126600,126300,126400,130700,130500,129400,128500,129800,131600,130400,131500,131800,133500,133900,132800,131600,131200,133500,133900,132500,132200,134500,136200,135700,136e3,134500,140400,141900,147800,145700,145200,141800,141800,141500,145800,147500,151300
394648,"Greensboro, NC",68,129200,129300,124e3,121400,122100,120800,121e3,120600,121800,126600,126e3,125900,121700,120400,122100,122200,126200,125800,127e3,126500,128200,127900,123600,120300,119400,124e3,125900,125100,123600,120300,117e3,114300,115700,122100,118700,119800,113900,117400,115600,114200,116400,118700,119e3,116300,112800,114300,112900,106700,109700,112600,122500,120600,120500,113100,105500,108200,120500,13e4,128100,121800,120500,120900,121400,122e3,122500,123300,122900,122600,122600,122200,118900,118700,119300,122200,121600,119700,119600,118800,121e3,124800,124900,125400,122500,128200,126700,124400,126e3,127700,130600,121800,121e3,121e3,123300,125200,126400,127700,128e3,128500,129600,130100,129300,129300,129e3,129400,130300,130300,129400,129400,130900,132100,130700,127800,128400,130400,134e3,134800,138500,143200,143700,146200,145600,145800,141800,140300,144100,142400,142700,143100,
394304,"Akron, OH",69,112300,109200,104500,106100,105600,104900,101500,97600,92500,85300,75500,69800,66800,72400,76100,81300,87100,89900,96100,98e3,104100,103300,104500,108400,112500,116200,109600,110500,99800,103800,98200,105900,105900,109900,99700,92e3,80600,80900,86300,94900,97500,91e3,85900,85100,85400,89500,91e3,92300,92400,97600,102600,103500,103900,105800,104800,104e3,109800,113600,116400,109e3,109900,107500,111700,111100,114100,112100,111100,110500,109300,107e3,107300,110100,113900,117600,115800,117700,115e3,116400,116700,115800,117800,118500,117e3,115700,112800,112400,110300,110700,113400,114800,114200,113900,109200,109900,11e4,113600,112900,113100,114600,115800,114900,115200,116500,118e3,119e3,118400,121600,125100,127300,128600,127400,127600,123100,123300,119300,121500,121700,128800,136300,140200,137100,131400,128300,129200,129900,129700,132e3,132600,135900
753906,"North Port-Sarasota-Bradenton, FL",70,229100,219600,212100,207900,203300,198800,189700,176600,164700,154400,151600,146200,143700,140500,140500,142700,146100,152500,155900,153800,152100,154e3,159500,155600,151e3,15e4,149600,148e3,140600,140100,137e3,136e3,133300,136100,139400,140400,138300,139300,139900,139600,135400,133100,136300,135700,134200,132600,138600,144400,145700,146200,147500,148e3,147600,149600,151300,151100,15e4,153800,154900,154400,156800,162900,169e3,168500,167700,167400,168400,171100,172600,173e3,174600,175300,177e3,175600,175300,175700,178300,180300,183400,183e3,184800,183300,184600,186200,189200,192900,197e3,201e3,201300,202900,204100,205400,206900,210100,220500,222100,222100,216300,218300,220300,224e3,225200,223200,222400,221700,225800,231900,233800,233800,230700,229900,231200,232200,234300,236100,239300,245500,250900,256500,259400,260300,256300,250800,244700,244700,246300,251700,248500,253800
394798,"Little Rock, AR",71,128500,127400,127e3,124900,125e3,125200,124300,123900,123e3,124500,126100,128700,129800,130400,130900,132200,135100,135e3,135700,134100,136100,133900,141200,141700,145700,136700,137300,133300,136600,135900,137900,137600,138100,139500,140800,138900,140700,142300,143700,142500,139e3,138300,135600,134100,133900,138700,142900,145700,144700,143800,144e3,143e3,145500,142700,148e3,148100,152400,148600,150600,149e3,149900,147500,147700,148300,148e3,151600,152300,149900,144300,140800,138600,137200,136200,138400,135800,137300,136200,139500,138200,138600,138300,138400,137900,139100,141200,141100,141400,139300,140700,140500,142900,143500,143900,143100,142800,142900,143700,142300,142e3,139500,140800,140500,140500,140900,143800,145600,146300,145500,145200,146100,142600,143600,141900,144100,143300,143300,145e3,146900,149400,153500,155400,157200,153500,149600,147100,146700,145600,145300,146100
395134,"Stockton, CA",72,,,,,,,,,,,,,,,,,,,151100,151700,158500,162e3,165600,161300,160400,159100,162800,160500,159900,156e3,156300,156300,157900,157500,157800,157e3,155900,151100,148900,149100,149500,150300,150200,147800,147500,143500,148300,149200,152400,153200,152300,153200,154300,156200,160500,165600,175800,180500,179500,17e4,175800,180600,194400,194200,203300,205e3,212400,214700,220700,224400,230100,230200,232300,232200,236500,241300,243200,245600,246100,250400,252100,252200,248900,251e3,252700,256700,255900,262400,263700,272e3,269700,269400,268200,270600,279200,285500,287400,287300,288700,289100,289300,289300,293500,298200,302800,305600,308400,309800,311e3,314100,316200,319600,320400,322500,323100,322500,334200,337400,348900,347e3,356900,357100,357800,358800,359100,357800,349600,345e3,
394457,"Charleston, SC",73,191900,187500,187200,189600,194400,196e3,191500,188600,182700,182700,182200,184900,182700,176900,174900,178500,181300,183800,178800,176300,170900,175600,190500,195800,193900,191e3,187300,189300,181100,186400,187500,186100,194600,193200,193e3,186100,180400,175600,168200,169300,174400,176900,171900,169400,173800,185700,186200,175800,165600,16e4,169400,186e3,202400,206300,193400,183800,178600,187500,188400,185800,181900,184400,187700,194900,197800,204100,202400,202800,201600,199500,200700,197700,196500,198800,197900,201e3,199800,201100,199600,197900,199200,197700,200100,203100,207100,207700,212900,215600,217200,214800,212200,213600,213800,218200,219900,230200,235100,236e3,228100,221800,219800,217200,221600,225400,226300,227300,228300,234400,231800,229100,225e3,226e3,228300,23e4,229800,230900,230200,239200,245700,256700,258100,254400,247200,241600,239700,239100,239300,240400,
395143,"Syracuse, NY",74,108e3,108500,108900,109900,112200,110500,111100,107900,105e3,101800,102100,102900,106100,110200,114400,115900,113700,112800,111400,111200,107500,106600,106800,112200,114900,118e3,118500,116400,111600,108800,109700,114300,113200,114e3,112200,114900,115900,120400,121900,12e4,115600,113900,112900,11e4,104e3,105700,108e3,115900,114700,116300,116200,118700,119500,118100,115600,110900,112400,113700,116e3,116100,119700,123800,122400,120900,119300,118900,118200,118800,118700,118800,118100,118800,117200,117200,115300,117e3,116500,117800,118300,114900,115800,114e3,117100,117400,118900,120100,122700,121600,121e3,118700,118300,117500,113100,114e3,115800,118700,116100,114700,117100,120700,122e3,122e3,121800,122e3,121200,122500,122e3,122800,117300,116800,116700,121400,123600,121900,122500,121600,123100,127600,126400,129300,124800,125600,127100,128e3,130200,129400,130500,128900,
394484,"Colorado Springs, CO",75,194500,191500,189800,190100,195200,193700,191700,184900,185200,180700,177800,172800,173200,171100,170800,170700,175900,183900,185500,183500,180900,183300,182100,179600,177600,176400,174700,174200,180600,187100,189700,187400,185e3,186e3,182300,181600,176300,174500,169800,167600,170700,172500,172500,173300,172900,175100,171500,172e3,171900,175700,178600,182e3,187300,187100,186600,186400,190500,191100,187900,186400,19e4,193600,194100,194700,198700,200900,200600,198400,198100,196500,196e3,192100,195400,194800,199100,201100,204500,205600,206200,205800,206800,207100,213200,215200,215400,213400,216200,218e3,218500,215900,216500,217700,219400,221300,222900,227900,228800,229400,228700,230400,232700,234700,237400,239500,240900,242e3,243800,243900,247e3,248300,250300,249700,250100,250700,252e3,256300,262700,266900,268400,271300,28e4,285800,287400,282500,280200,279200,282700,283800,286600
395235,"Winston-Salem, NC",76,131100,129800,126400,125200,126e3,127900,124500,124600,123300,122800,123800,123400,130700,129e3,129300,123800,125700,127100,124900,124600,123400,125e3,127500,128200,130300,126800,126300,123100,118700,117300,116900,118800,120300,117e3,115e3,110500,116900,120700,125e3,124700,124300,125100,122e3,123100,120400,119e3,116700,114900,119700,117900,118200,119800,123400,126900,123100,119500,118900,116700,117e3,111500,111400,116500,121500,125400,122700,123900,120200,120800,120500,121300,12e4,119900,117700,118e3,118100,120500,120300,120400,119900,119400,120700,122800,126900,127700,133600,132800,132900,126100,127700,125800,126100,123700,125400,125500,130400,131200,133500,132100,133e3,133500,132600,134100,135e3,137300,135400,134200,134e3,133400,137900,138300,14e4,136500,137300,137600,139e3,139400,140600,141500,142300,140700,145200,146600,148700,144300,144300,147200,148800,149600,150400
